Scan:     71           G45_12 2011-01-20 +18 23 14.0
                               Counts  
         GHz-LSR                 RR
      26.7647194753942230      2.1194835
      26.7646950630917928      2.2065141
      26.7646706507893661      2.1196561
      26.7646462384869430      2.1790228
      26.7646218261845164      2.2006695
      26.7645974138820861      2.2139337
      26.7645730015796630      2.1677866
      26.7645485892772363      2.2008333
      26.7645241769748061      2.2271311
      26.7644997646723830      2.1828699
      26.7644753523699563      2.1581881
      26.7644509400675261      2.2023063
      26.7644265277651030      2.2142663
      26.7644021154626763      2.1707513
      26.7643777031602461      2.1556199
      26.7643532908578230      2.2091279
      26.7643288785553963      2.1574481
      26.7643044662529732      2.2019050
      26.7642800539505430      2.1786644
      26.7642556416481163      2.2452209
      26.7642312293456932      2.1698658
      26.7642068170432630      2.1542444
      26.7641824047408363      2.1530819
      26.7641579924384132      2.2030354
      26.7641335801359830      2.1945643
      26.7641091678335563      2.1968200
      26.7640847555311332      2.1766391
      26.7640603432287030      2.1685300
      26.7640359309262763      2.1745751
      26.7640115186238532      2.2119744
      26.7639871063214265      2.1809938
      26.7639626940189963      2.1943333
      26.7639382817165732      2.2054534
      26.7639138694141465      2.1855452
      26.7638894571117163      2.1966462
      26.7638650448092932      2.2047505
      26.7638406325068665      2.2006149
      26.7638162202044363      2.1877623
      26.7637918079020132      2.1735573
      26.7637673955995865      2.2137740
      26.7637429832971563      2.1951602
      26.7637185709947332      2.2276421
      26.7636941586923065      2.2286971
      26.7636697463898798      2.2020624
      26.7636453340874532      2.1627493
      26.7636209217850265      2.2064381
      26.7635965094825998      2.1892734
      26.7635720971801732      2.2212801
      26.7635476848777465      2.2355089
      26.7635232725753198      2.1973095
      26.7634988602728932      2.2092395
      26.7634744479704665      2.2126260
      26.7634500356680398      2.2590473
      26.7634256233656131      2.1999891
      26.7634012110631865      2.2016854
      26.7633767987607598      2.1787338
      26.7633523864583331      2.1996629
      26.7633279741559065      2.1930394
      26.7633035618534798      2.2116632
      26.7632791495510567      2.2318332
      26.7632547372486265      2.1994677
      26.7632303249461998      2.1766276
      26.7632059126437767      2.2199569
      26.7631815003413465      2.2048221
      26.7631570880389198      2.2020721
      26.7631326757364967      2.2011573
      26.7631082634340665      2.1828113
      26.7630838511316398      2.2653399
      26.7630594388292167      2.2166181
      26.7630350265267865      2.2386968
      26.7630106142243598      2.2321513
      26.7629862019219367      2.2363911
      26.7629617896195100      2.2127459
      26.7629373773170798      2.2224758
      26.7629129650146567      2.2031908
      26.7628885527122300      2.2536585
      26.7628641404097998      2.2201824
      26.7628397281073767      2.2297952
      26.7628153158049500      2.2124326
      26.7627909035025198      2.2255902
      26.7627664912000967      2.2362733
      26.7627420788976700      2.2593517
      26.7627176665952433      2.2228436
      26.7626932542928166      2.2580404
      26.7626688419903900      2.2668405
      26.7626444296879669      2.2465677
      26.7626200173855366      2.2385068
      26.7625956050831100      2.2763212
      26.7625711927806869      2.2861364
      26.7625467804782566      2.2537699
      26.7625223681758300      2.2395418
      26.7624979558734069      2.2797146
      26.7624735435709766      2.2817347
      26.7624491312685500      2.2976842
      26.7624247189661268      2.2536983
      26.7624003066636966      2.2599304
      26.7623758943612700      2.3004308
      26.7623514820588468      2.2788830
      26.7623270697564202      2.2585144
      26.7623026574539900      2.2902851
      26.7622782451515668      2.2801538
      26.7622538328491402      2.2756600
      26.7622294205467099      2.2326252
      26.7622050082442868      2.2989473
      26.7621805959418602      2.2820139
      26.7621561836394299      2.2935059
      26.7621317713370068      2.2980223
      26.7621073590345802      2.3204668
      26.7620829467321499      2.3143971
      26.7620585344297268      2.3341854
      26.7620341221273002      2.2868249
      26.7620097098248699      2.3186083
      26.7619852975224468      2.3161254
      26.7619608852200201      2.2582865
      26.7619364729175935      2.3152256
      26.7619120606151668      2.3398826
      26.7618876483127401      2.3630564
      26.7618632360103135      2.3262918
      26.7618388237078868      2.3347828
      26.7618144114054601      2.3228471
      26.7617899991030335      2.3574119
      26.7617655868006068      2.3333211
      26.7617411744981801      2.3203428
      26.7617167621957535      2.3361053
