Scan:     62        G34_43MM1 2011-01-20 +17 43 44.0
                               Counts  
         GHz-LSR                 RR
      36.5530350788663299      0.1129287
      36.5530106667819013      0.1171283
      36.5529862546974726      0.1187705
      36.5529618426130369      0.1274469
      36.5529374305286083      0.1207155
      36.5529130184441868      0.1264276
      36.5528886063597511      0.1219538
      36.5528641942753225      0.1213027
      36.5528397821908939      0.1181094
      36.5528153701064582      0.1179236
      36.5527909580220367      0.1320665
      36.5527665459376010      0.1300534
      36.5527421338531724      0.1142460
      36.5527177217687438      0.1331441
      36.5526933096843081      0.1216867
      36.5526688975998866      0.1252689
      36.5526444855154509      0.1295403
      36.5526200734310223      0.1194614
      36.5525956613465937      0.1215562
      36.5525712492621579      0.1223237
      36.5525468371777364      0.1310614
      36.5525224250933078      0.1333506
      36.5524980130088721      0.1225807
      36.5524736009244435      0.1222458
      36.5524491888400149      0.1245225
      36.5524247767555863      0.1308078
      36.5524003646711577      0.1245832
      36.5523759525867220      0.1352417
      36.5523515405022934      0.1154775
      36.5523271284178719      0.1377331
      36.5523027163334362      0.1286810
      36.5522783042490076      0.1271201
      36.5522538921645719      0.1357519
      36.5522294800801433      0.1304050
      36.5522050679957218      0.1236176
      36.5521806559112861      0.1229914
      36.5521562438268575      0.1222401
      36.5521318317424289      0.1304942
      36.5521074196580003      0.1304411
      36.5520830075735716      0.1244426
      36.5520585954891359      0.1233127
      36.5520341834047073      0.1272133
      36.5520097713202787      0.1351534
      36.5519853592358501      0.1325725
      36.5519609471514215      0.1400375
      36.5519365350669858      0.1364094
      36.5519121229825572      0.1291138
      36.5518877108981357      0.1405349
      36.5518632988137000      0.1306901
      36.5518388867292714      0.1382725
      36.5518144746448428      0.1406820
      36.5517900625604071      0.1386513
      36.5517656504759856      0.1364949
      36.5517412383915499      0.1388101
      36.5517168263071213      0.1414106
      36.5516924142226927      0.1436289
      36.5516680021382570      0.1245389
      36.5516435900538355      0.1354863
      36.5516191779694068      0.1274235
      36.5515947658849711      0.1438361
      36.5515703538005425      0.1387592
      36.5515459417161068      0.1357955
      36.5515215296316853      0.1387779
      36.5514971175472567      0.1360135
      36.5514727054628210      0.1391606
      36.5514482933783924      0.1403808
      36.5514238812939638      0.1327689
      36.5513994692095352      0.1454596
      36.5513750571251066      0.1444577
      36.5513506450406709      0.1308658
      36.5513262329562423      0.1311735
      36.5513018208718208      0.1412662
      36.5512774087873851      0.1395816
      36.5512529967029565      0.1386040
      36.5512285846185208      0.1394794
      36.5512041725340993      0.1393458
      36.5511797604496707      0.1388963
      36.5511553483652349      0.1348877
      36.5511309362808063      0.1296304
      36.5511065241963777      0.1317615
      36.5510821121119491      0.1345865
      36.5510577000275205      0.1366376
      36.5510332879430848      0.1514214
      36.5510088758586562      0.1390266
      36.5509844637742276      0.1474390
      36.5509600516897990      0.1414749
      36.5509356396053704      0.1422742
      36.5509112275209418      0.1460169
      36.5508868154365061      0.1393550
      36.5508624033520846      0.1504951
      36.5508379912676489      0.1336024
      36.5508135791832203      0.1459408
      36.5507891670987917      0.1438983
      36.5507647550143560      0.1418798
      36.5507403429299345      0.1446287
      36.5507159308454987      0.1416537
      36.5506915187610701      0.1442152
      36.5506671066766415      0.1395149
      36.5506426945922058      0.1435949
      36.5506182825077843      0.1399117
      36.5505938704233557      0.1441997
      36.5505694583389200      0.1443576
      36.5505450462544914      0.1422585
      36.5505206341700557      0.1378264
      36.5504962220856342      0.1480302
      36.5504718100012056      0.1451892
      36.5504473979167699      0.1401375
      36.5504229858323413      0.1410542
      36.5503985737479198      0.1361672
      36.5503741616634841      0.1423302
      36.5503497495790555      0.1352479
      36.5503253374946198      0.1413978
      36.5503009254101912      0.1423158
      36.5502765133257697      0.1426407
      36.5502521012413339      0.1403982
      36.5502276891569053      0.1410614
      36.5502032770724696      0.1384307
      36.5501788649880481      0.1462637
      36.5501544529036195      0.1420108
      36.5501300408191838      0.1388785
      36.5501056287347552      0.1444541
      36.5500812166503266      0.1384343
      36.5500568045658980      0.1452679
      36.5500323924814694      0.1457070
      36.5500079803970337      0.1346492
      36.5499835683126051      0.1327252
      36.5499591562281765      0.1490423
      36.5499347441437479      0.1502066
      36.5499103320593193      0.1373123
      36.5498859199748907      0.1446351
      36.5498615078904550      0.1456121
      36.5498370958060335      0.1363165
      36.5498126837215978      0.1402798
      36.5497882716371691      0.1404960
      36.5497638595527405      0.1402328
      36.5497394474683048      0.1391318
      36.5497150353838833      0.1466012
      36.5496906232994547      0.1426771
      36.5496662112150190      0.1406730
      36.5496417991305904      0.1412905
      36.5496173870461547      0.1376168
      36.5495929749617332      0.1419516
      36.5495685628773046      0.1361299
      36.5495441507928689      0.1493875
      36.5495197387084403      0.1416896
      36.5494953266240117      0.1394875
      36.5494709145395831      0.1418169
      36.5494465024551545      0.1386390
      36.5494220903707188      0.1444910
      36.5493976782862902      0.1510613
      36.5493732662018687      0.1530047
      36.5493488541174329      0.1435759
      36.5493244420330043      0.1438775
      36.5493000299485686      0.1367265
      36.5492756178641400      0.1452828
      36.5492512057797185      0.1445813
      36.5492267936952828      0.1415761
      36.5492023816108542      0.1389483
      36.5491779695264256      0.1459388
      36.5491535574419970      0.1477534
      36.5491291453575684      0.1496193
      36.5491047332731327      0.1418923
      36.5490803211887041      0.1512514
      36.5490559091042755      0.1444738
      36.5490314970198469      0.1366528
      36.5490070849354183      0.1349455
      36.5489826728509826      0.1359197
      36.5489582607665540      0.1442953
      36.5489338486821254      0.1427589
      36.5489094365976968      0.1367647
      36.5488850245132681      0.1389827
      36.5488606124288395      0.1413731
